Model,Dataset,Metric,Fold,Value,Mean
Extra Trees (Proposed),MC1,Precision mean,4,0.588559793274119,0.59
Extra Trees (Proposed),MC1,Precision mean,5,0.5877571474224322,0.59
Extra Trees (Proposed),MC1,Recall mean,1,0.4940727377839526,0.49
Extra Trees (Proposed),MC1,Recall mean,2,0.4932841487162136,0.49
Extra Trees (Proposed),MC1,Recall mean,3,0.4934564262687915,0.49
Extra Trees (Proposed),MC1,Recall mean,4,0.48960336630837953,0.49
Extra Trees (Proposed),MC1,Recall mean,5,0.47958332092266304,0.49
Extra Trees (Proposed),MC1,Brier mean,1,0.009973561358662583,0.01
Extra Trees (Proposed),MC1,Brier mean,2,0.010032443392967853,0.01
Extra Trees (Proposed),MC1,Brier mean,3,0.009943848489110405,0.01
Extra Trees (Proposed),MC1,Brier mean,4,0.010104865267017475,0.01
Extra Trees (Proposed),MC1,Brier mean,5,0.009945281492241685,0.01
Extra Trees (Proposed),MC1,GLR mean,1,0.07875531002560869,0.08
Extra Trees (Proposed),MC1,GLR mean,2,0.08122179153778052,0.08
Extra Trees (Proposed),MC1,GLR mean,3,0.08036105609391418,0.08
Extra Trees (Proposed),MC1,GLR mean,4,0.08055465693281749,0.08
Extra Trees (Proposed),MC1,GLR mean,5,0.07910718540987918,0.08
Extra Trees (Proposed),MC1,Hit@10,1,0.9967396456069485,1.0
Extra Trees (Proposed),MC1,Hit@10,2,0.9988699838284496,1.0
Extra Trees (Proposed),MC1,Hit@10,3,1.0010503892594154,1.0
Extra Trees (Proposed),MC1,Hit@10,4,1.0094297800615806,1.0
Extra Trees (Proposed),MC1,Hit@10,5,0.9939102012436057,1.0
Extra Trees (Proposed),MC1,ECE,1,0.00995657599520109,0.01
Extra Trees (Proposed),MC1,ECE,2,0.01015030371687156,0.01
Extra Trees (Proposed),MC1,ECE,3,0.009964714749341168,0.01
Extra Trees (Proposed),MC1,ECE,4,0.010124434434284787,0.01
Extra Trees (Proposed),MC1,ECE,5,0.009803971104301394,0.01
Extra Trees (Proposed),MC1,Reliability Score,1,0.8336162100419162,0.84
Extra Trees (Proposed),MC1,Reliability Score,2,0.8454801454737765,0.84
Extra Trees (Proposed),MC1,Reliability Score,3,0.8409795110661613,0.84
Extra Trees (Proposed),MC1,Reliability Score,4,0.8478876211038863,0.84
Extra Trees (Proposed),MC1,Reliability Score,5,0.8320365123142598,0.84
Extra Trees (Proposed),MC2,AUC mean,1,0.7466177108324465,0.74
Extra Trees (Proposed),MC2,AUC mean,2,0.7278974995766884,0.74
Extra Trees (Proposed),MC2,AUC mean,3,0.7350567522312622,0.74
Extra Trees (Proposed),MC2,AUC mean,4,0.749543105417152,0.74
Extra Trees (Proposed),MC2,AUC mean,5,0.7408849319424505,0.74
Extra Trees (Proposed),MC2,F1 mean,1,0.4747838010094748,0.47
Extra Trees (Proposed),MC2,F1 mean,2,0.46932343864071724,0.47
Extra Trees (Proposed),MC2,F1 mean,3,0.47334077359830795,0.47
Extra Trees (Proposed),MC2,F1 mean,4,0.46676090287742966,0.47
Extra Trees (Proposed),MC2,F1 mean,5,0.46579108387407003,0.47
Extra Trees (Proposed),MC2,Precision mean,1,0.5221080750911086,0.52
Extra Trees (Proposed),MC2,Precision mean,2,0.5194204381236165,0.52
Extra Trees (Proposed),MC2,Precision mean,3,0.51651602002308,0.52
Extra Trees (Proposed),MC2,Precision mean,4,0.5208400034961003,0.52
Extra Trees (Proposed),MC2,Precision mean,5,0.5211154632660946,0.52
Extra Trees (Proposed),MC2,Recall mean,1,0.4446426659040146,0.44
Extra Trees (Proposed),MC2,Recall mean,2,0.43813727057531104,0.44
Extra Trees (Proposed),MC2,Recall mean,3,0.4362914873675699,0.44
Extra Trees (Proposed),MC2,Recall mean,4,0.4397899765353021,0.44
Extra Trees (Proposed),MC2,Recall mean,5,0.4411385996178025,0.44
Extra Trees (Proposed),MC2,Brier mean,1,0.18814755873170821,0.19
Extra Trees (Proposed),MC2,Brier mean,2,0.18643377389214066,0.19
Extra Trees (Proposed),MC2,Brier mean,3,0.19146060655798758,0.19
Extra Trees (Proposed),MC2,Brier mean,4,0.19303325763902618,0.19
Extra Trees (Proposed),MC2,Brier mean,5,0.19092480317913735,0.19
Extra Trees (Proposed),MC2,GLR mean,1,0.079889529361838,0.08
Extra Trees (Proposed),MC2,GLR mean,2,0.08024431794916721,0.08
Extra Trees (Proposed),MC2,GLR mean,3,0.08026636196548843,0.08
Extra Trees (Proposed),MC2,GLR mean,4,0.07928280638941572,0.08
Extra Trees (Proposed),MC2,GLR mean,5,0.08031698433409055,0.08
Extra Trees (Proposed),MC2,Hit@10,1,1.0062066875955349,1.0
Extra Trees (Proposed),MC2,Hit@10,2,0.9984056308367262,1.0
Extra Trees (Proposed),MC2,Hit@10,3,0.9929817525720936,1.0
Extra Trees (Proposed),MC2,Hit@10,4,1.0019284229016057,1.0
Extra Trees (Proposed),MC2,Hit@10,5,1.0004775060940405,1.0
Extra Trees (Proposed),MC2,ECE,1,0.0788753620523805,0.08
Extra Trees (Proposed),MC2,ECE,2,0.08073385748750621,0.08
Extra Trees (Proposed),MC2,ECE,3,0.08035125471362985,0.08
Extra Trees (Proposed),MC2,ECE,4,0.07996916686706537,0.08
Extra Trees (Proposed),MC2,ECE,5,0.08007035887941813,0.08
Extra Trees (Proposed),MC2,Reliability Score,1,0.8197242770241425,0.82
Extra Trees (Proposed),MC2,Reliability Score,2,0.8118221084666188,0.82
Extra Trees (Proposed),MC2,Reliability Score,3,0.8231457771408065,0.82
Extra Trees (Proposed),MC2,Reliability Score,4,0.8182046951979467,0.82
Extra Trees (Proposed),MC2,Reliability Score,5,0.8271031421704854,0.82
Extra Trees (Proposed),MW1,AUC mean,1,0.7178990942420043,0.72
Extra Trees (Proposed),MW1,AUC mean,2,0.7161550313536503,0.72
Extra Trees (Proposed),MW1,AUC mean,3,0.7153429914536857,0.72
Extra Trees (Proposed),MW1,AUC mean,4,0.7292154623992777,0.72
Extra Trees (Proposed),MW1,AUC mean,5,0.7213874205513819,0.72
Extra Trees (Proposed),MW1,F1 mean,1,0.3081807056929437,0.31
Extra Trees (Proposed),MW1,F1 mean,2,0.30595196050300294,0.31
Extra Trees (Proposed),MW1,F1 mean,3,0.31777198253302325,0.31
Extra Trees (Proposed),MW1,F1 mean,4,0.3101728961856055,0.31
Extra Trees (Proposed),MW1,F1 mean,5,0.30792245508542454,0.31
Extra Trees (Proposed),MW1,Precision mean,1,0.3389189766287259,0.34
Extra Trees (Proposed),MW1,Precision mean,2,0.34449974270617,0.34
Extra Trees (Proposed),MW1,Precision mean,3,0.33953421351801477,0.34
Extra Trees (Proposed),MW1,Precision mean,4,0.33684825335502355,0.34
Extra Trees (Proposed),MW1,Precision mean,5,0.3401988137920661,0.34
Extra Trees (Proposed),MW1,Recall mean,1,0.32387548258901444,0.32
Extra Trees (Proposed),MW1,Recall mean,2,0.32265007027914744,0.32
Extra Trees (Proposed),MW1,Recall mean,3,0.32288704915397765,0.32
Extra Trees (Proposed),MW1,Recall mean,4,0.3165159165026717,0.32
Extra Trees (Proposed),MW1,Recall mean,5,0.31407148147518865,0.32
Extra Trees (Proposed),MW1,Brier mean,1,0.08973715122022546,0.09
Extra Trees (Proposed),MW1,Brier mean,2,0.08970429685165227,0.09
Extra Trees (Proposed),MW1,Brier mean,3,0.09008116559867267,0.09
Extra Trees (Proposed),MW1,Brier mean,4,0.09090555005974804,0.09
Extra Trees (Proposed),MW1,Brier mean,5,0.08957183626970154,0.09
Extra Trees (Proposed),MW1,GLR mean,1,0.0,0.0
Extra Trees (Proposed),MW1,GLR mean,2,0.0,0.0
Extra Trees (Proposed),MW1,GLR mean,3,0.0,0.0
Extra Trees (Proposed),MW1,GLR mean,4,0.0,0.0
Extra Trees (Proposed),MW1,GLR mean,5,0.0,0.0
Extra Trees (Proposed),MW1,Hit@10,1,0.9849917273531226,1.0
Extra Trees (Proposed),MW1,Hit@10,2,0.9930044373138956,1.0
Extra Trees (Proposed),MW1,Hit@10,3,1.0106369609558083,1.0
Extra Trees (Proposed),MW1,Hit@10,4,1.0018096493700857,1.0
Extra Trees (Proposed),MW1,Hit@10,5,1.0095572250070883,1.0
Extra Trees (Proposed),MW1,ECE,1,0.08056380470817788,0.08
Extra Trees (Proposed),MW1,ECE,2,0.0803806009397235,0.08
Extra Trees (Proposed),MW1,ECE,3,0.07930576492121025,0.08
Extra Trees (Proposed),MW1,ECE,4,0.07970283258451624,0.08
Extra Trees (Proposed),MW1,ECE,5,0.08004699684637215,0.08
Extra Trees (Proposed),MW1,Reliability Score,1,0.8230765802536294,0.81
Extra Trees (Proposed),MW1,Reliability Score,2,0.8101498825928626,0.81
Extra Trees (Proposed),MW1,Reliability Score,3,0.8034264266439031,0.81
Extra Trees (Proposed),MW1,Reliability Score,4,0.8056807818909916,0.81
Extra Trees (Proposed),MW1,Reliability Score,5,0.8076663286186138,0.81
Extra Trees (Proposed),PC1,AUC mean,1,0.8191716933535401,0.83
Extra Trees (Proposed),PC1,AUC mean,2,0.8267679963829359,0.83
Extra Trees (Proposed),PC1,AUC mean,3,0.8297941562937393,0.83
Extra Trees (Proposed),PC1,AUC mean,4,0.8409741430480436,0.83
Extra Trees (Proposed),PC1,AUC mean,5,0.8332920109217405,0.83
Extra Trees (Proposed),PC1,F1 mean,1,0.4006767609925054,0.4
Extra Trees (Proposed),PC1,F1 mean,2,0.3969599594778908,0.4
Extra Trees (Proposed),PC1,F1 mean,3,0.3946101341824184,0.4
Extra Trees (Proposed),PC1,F1 mean,4,0.40340779609550914,0.4
Extra Trees (Proposed),PC1,F1 mean,5,0.4043453492516761,0.4
Extra Trees (Proposed),PC1,Precision mean,1,0.49473952362863677,0.49
Extra Trees (Proposed),PC1,Precision mean,2,0.48902304523658335,0.49
Extra Trees (Proposed),PC1,Precision mean,3,0.48759220748312077,0.49
Extra Trees (Proposed),PC1,Precision mean,4,0.4871170152726098,0.49
Extra Trees (Proposed),PC1,Precision mean,5,0.4915282083790489,0.49
Extra Trees (Proposed),PC1,Recall mean,1,0.3872816004211622,0.39
Extra Trees (Proposed),PC1,Recall mean,2,0.38853686129218185,0.39
Extra Trees (Proposed),PC1,Recall mean,3,0.3856110271832152,0.39
Extra Trees (Proposed),PC1,Recall mean,4,0.39365664402315104,0.39
Extra Trees (Proposed),PC1,Recall mean,5,0.39491386708028986,0.39
Extra Trees (Proposed),PC1,Brier mean,1,0.06057794625597718,0.06
Extra Trees (Proposed),PC1,Brier mean,2,0.05988765003756393,0.06
Extra Trees (Proposed),PC1,Brier mean,3,0.060178600499148166,0.06
Extra Trees (Proposed),PC1,Brier mean,4,0.05978920117448992,0.06
Extra Trees (Proposed),PC1,Brier mean,5,0.05956660203282086,0.06
Extra Trees (Proposed),PC1,GLR mean,1,0.09940012638645522,0.1
Extra Trees (Proposed),PC1,GLR mean,2,0.10075570256549195,0.1
Extra Trees (Proposed),PC1,GLR mean,3,0.1004684276092834,0.1
Extra Trees (Proposed),PC1,GLR mean,4,0.0994375204324203,0.1
Extra Trees (Proposed),PC1,GLR mean,5,0.0999382230063492,0.1
Extra Trees (Proposed),PC1,Hit@10,1,0.9888634233618735,1.0
Extra Trees (Proposed),PC1,Hit@10,2,0.9910468314627264,1.0
Extra Trees (Proposed),PC1,Hit@10,3,1.0119797206419543,1.0
Extra Trees (Proposed),PC1,Hit@10,4,1.003300715974116,1.0
Extra Trees (Proposed),PC1,Hit@10,5,1.00480930855933,1.0
Extra Trees (Proposed),PC1,ECE,1,0.049685261882874664,0.05
Extra Trees (Proposed),PC1,ECE,2,0.04987336170297422,0.05
Extra Trees (Proposed),PC1,ECE,3,0.050773920925084655,0.05
Extra Trees (Proposed),PC1,ECE,4,0.04981883418771562,0.05
Extra Trees (Proposed),PC1,ECE,5,0.049848621301350864,0.05
Extra Trees (Proposed),PC1,Reliability Score,1,0.8310787943264991,0.83
Extra Trees (Proposed),PC1,Reliability Score,2,0.8352869267087105,0.83
Extra Trees (Proposed),PC1,Reliability Score,3,0.8357634816835153,0.83
Extra Trees (Proposed),PC1,Reliability Score,4,0.8274029243275812,0.83
Extra Trees (Proposed),PC1,Reliability Score,5,0.8204678729536931,0.83
Extra Trees (Proposed),PC2,AUC mean,1,0.9011070422215554,0.9
Extra Trees (Proposed),PC2,AUC mean,2,0.9024674969410679,0.9
Extra Trees (Proposed),PC2,AUC mean,3,0.8959179276820936,0.9
Extra Trees (Proposed),PC2,AUC mean,4,0.8957844504995242,0.9
Extra Trees (Proposed),PC2,AUC mean,5,0.9047230826557592,0.9
Extra Trees (Proposed),PC2,F1 mean,1,0.040882360848636806,0.04
Extra Trees (Proposed),PC2,F1 mean,2,0.03942265040978885,0.04
Extra Trees (Proposed),PC2,F1 mean,3,0.040110673366545405,0.04
Extra Trees (Proposed),PC2,F1 mean,4,0.03946102833537477,0.04
Extra Trees (Proposed),PC2,F1 mean,5,0.040123287039654176,0.04
Extra Trees (Proposed),PC2,Precision mean,1,0.039656955795485005,0.04
Extra Trees (Proposed),PC2,Precision mean,2,0.04059053079339064,0.04
Extra Trees (Proposed),PC2,Precision mean,3,0.03999514868204437,0.04
Extra Trees (Proposed),PC2,Precision mean,4,0.039356760676967785,0.04
Extra Trees (Proposed),PC2,Precision mean,5,0.04040060405211219,0.04
Extra Trees (Proposed),PC2,Recall mean,1,0.039217806108909105,0.04
Extra Trees (Proposed),PC2,Recall mean,2,0.040109453883165024,0.04
Extra Trees (Proposed),PC2,Recall mean,3,0.04055604996963023,0.04
Extra Trees (Proposed),PC2,Recall mean,4,0.0399938351309125,0.04
Extra Trees (Proposed),PC2,Recall mean,5,0.04012285490738313,0.04
Extra Trees (Proposed),PC2,Brier mean,1,0.01005768801980387,0.01
Extra Trees (Proposed),PC2,Brier mean,2,0.00999120138454314,0.01
Extra Trees (Proposed),PC2,Brier mean,3,0.01003362862187238,0.01
Extra Trees (Proposed),PC2,Brier mean,4,0.009855014820012388,0.01
Extra Trees (Proposed),PC2,Brier mean,5,0.01006246715376822,0.01
Extra Trees (Proposed),PC2,GLR mean,1,0.029821277700192914,0.03
Extra Trees (Proposed),PC2,GLR mean,2,0.03028344283526094,0.03
Extra Trees (Proposed),PC2,GLR mean,3,0.029932555966230515,0.03
Extra Trees (Proposed),PC2,GLR mean,4,0.029997797755640942,0.03
Extra Trees (Proposed),PC2,GLR mean,5,0.029964925742674675,0.03
Extra Trees (Proposed),PC2,Hit@10,1,0.9561238422178405,0.96
Extra Trees (Proposed),PC2,Hit@10,2,0.9690598457191992,0.96
Extra Trees (Proposed),PC2,Hit@10,3,0.9614496222254767,0.96
Extra Trees (Proposed),PC2,Hit@10,4,0.9538751125984083,0.96
Extra Trees (Proposed),PC2,Hit@10,5,0.9594915772390745,0.96
Extra Trees (Proposed),PC2,ECE,1,0.009977634400562258,0.01
Extra Trees (Proposed),PC2,ECE,2,0.010035411464171515,0.01
Extra Trees (Proposed),PC2,ECE,3,0.010015597223827393,0.01
Extra Trees (Proposed),PC2,ECE,4,0.00994850364964301,0.01
Extra Trees (Proposed),PC2,ECE,5,0.010022853261795821,0.01
Extra Trees (Proposed),PC2,Reliability Score,1,0.842873847051739,0.82
Extra Trees (Proposed),PC2,Reliability Score,2,0.8221537930270657,0.82
Extra Trees (Proposed),PC2,Reliability Score,3,0.8011091326278561,0.82
Extra Trees (Proposed),PC2,Reliability Score,4,0.8149270131320074,0.82
Extra Trees (Proposed),PC2,Reliability Score,5,0.8189362141613311,0.82
Extra Trees (Proposed),PC3,AUC mean,1,0.856592261263603,0.85
Extra Trees (Proposed),PC3,AUC mean,2,0.8569363229559062,0.85
Extra Trees (Proposed),PC3,AUC mean,3,0.8424083658123718,0.85
Extra Trees (Proposed),PC3,AUC mean,4,0.8484227324526663,0.85
Extra Trees (Proposed),PC3,AUC mean,5,0.8456403175154522,0.85
Extra Trees (Proposed),PC3,F1 mean,1,0.435917880651565,0.44
Extra Trees (Proposed),PC3,F1 mean,2,0.44182035996953717,0.44
Extra Trees (Proposed),PC3,F1 mean,3,0.4430573548589838,0.44
Extra Trees (Proposed),PC3,F1 mean,4,0.4367277042248322,0.44
Extra Trees (Proposed),PC3,F1 mean,5,0.44247670029508174,0.44
Extra Trees (Proposed),PC3,Precision mean,1,0.4235423843995564,0.42
Extra Trees (Proposed),PC3,Precision mean,2,0.4116269512696544,0.42
Extra Trees (Proposed),PC3,Precision mean,3,0.4196066863035938,0.42
Extra Trees (Proposed),PC3,Precision mean,4,0.42210486598325536,0.42
Extra Trees (Proposed),PC3,Precision mean,5,0.4231191120439398,0.42
Extra Trees (Proposed),PC3,Recall mean,1,0.4534613600499815,0.46
Extra Trees (Proposed),PC3,Recall mean,2,0.4567842077427506,0.46
Extra Trees (Proposed),PC3,Recall mean,3,0.4587431992358191,0.46
Extra Trees (Proposed),PC3,Recall mean,4,0.46342255528580034,0.46
Extra Trees (Proposed),PC3,Recall mean,5,0.4675886776856482,0.46
Extra Trees (Proposed),PC3,Brier mean,1,0.08983293394294097,0.09
Extra Trees (Proposed),PC3,Brier mean,2,0.09078063449375448,0.09
Extra Trees (Proposed),PC3,Brier mean,3,0.08947179925490778,0.09
Extra Trees (Proposed),PC3,Brier mean,4,0.08931357173913243,0.09
Extra Trees (Proposed),PC3,Brier mean,5,0.09060106056926431,0.09
Extra Trees (Proposed),PC3,GLR mean,1,0.08074907507660839,0.08
Extra Trees (Proposed),PC3,GLR mean,2,0.0809441658965278,0.08
Extra Trees (Proposed),PC3,GLR mean,3,0.07887818518491425,0.08
Extra Trees (Proposed),PC3,GLR mean,4,0.07865086750132765,0.08
Extra Trees (Proposed),PC3,GLR mean,5,0.08077770634062181,0.08
Extra Trees (Proposed),PC3,Hit@10,1,0.981530121295597,1.0
Extra Trees (Proposed),PC3,Hit@10,2,1.0007059556114588,1.0
Extra Trees (Proposed),PC3,Hit@10,3,0.9966039351482328,1.0
Extra Trees (Proposed),PC3,Hit@10,4,1.0169483938723025,1.0
Extra Trees (Proposed),PC3,Hit@10,5,1.00421159407241,1.0
Extra Trees (Proposed),PC3,ECE,1,0.0804130661765613,0.08
Extra Trees (Proposed),PC3,ECE,2,0.08012653591100383,0.08
Extra Trees (Proposed),PC3,ECE,3,0.07977771282892322,0.08
Extra Trees (Proposed),PC3,ECE,4,0.08045083811261346,0.08
Extra Trees (Proposed),PC3,ECE,5,0.07923184697089818,0.08
Extra Trees (Proposed),PC3,Reliability Score,1,0.8151844222801123,0.82
Extra Trees (Proposed),PC3,Reliability Score,2,0.8202138747778885,0.82
Extra Trees (Proposed),PC3,Reliability Score,3,0.8221630450113975,0.82
Extra Trees (Proposed),PC3,Reliability Score,4,0.8177566831353665,0.82
Extra Trees (Proposed),PC3,Reliability Score,5,0.8246819747952353,0.82
Extra Trees (Proposed),PC4,AUC mean,1,0.9537172215463868,0.94
Extra Trees (Proposed),PC4,AUC mean,2,0.9305455954594224,0.94
Extra Trees (Proposed),PC4,AUC mean,3,0.9415036823609342,0.94
Extra Trees (Proposed),PC4,AUC mean,4,0.9302454904466185,0.94
Extra Trees (Proposed),PC4,AUC mean,5,0.9439880101866377,0.94
Extra Trees (Proposed),PC4,F1 mean,1,0.6236784261920739,0.63
Extra Trees (Proposed),PC4,F1 mean,2,0.6366250699256953,0.63
Extra Trees (Proposed),PC4,F1 mean,3,0.6331780743573637,0.63
Extra Trees (Proposed),PC4,F1 mean,4,0.6335538865083516,0.63
Extra Trees (Proposed),PC4,F1 mean,5,0.6229645430165156,0.63
Extra Trees (Proposed),PC4,Precision mean,1,0.5979089934139006,0.6
Extra Trees (Proposed),PC4,Precision mean,2,0.6088933532125156,0.6
Extra Trees (Proposed),PC4,Precision mean,3,0.5915117033255362,0.6
Extra Trees (Proposed),PC4,Precision mean,4,0.5982500729733636,0.6
Extra Trees (Proposed),PC4,Precision mean,5,0.6034358770746838,0.6
Extra Trees (Proposed),PC4,Recall mean,1,0.6672815303654894,0.66
Extra Trees (Proposed),PC4,Recall mean,2,0.6623193790339157,0.66
Extra Trees (Proposed),PC4,Recall mean,3,0.6633847057441199,0.66
Extra Trees (Proposed),PC4,Recall mean,4,0.6513530761210595,0.66
Extra Trees (Proposed),PC4,Recall mean,5,0.6556613087354155,0.66
Extra Trees (Proposed),PC4,Brier mean,1,0.06953258410165265,0.07
Extra Trees (Proposed),PC4,Brier mean,2,0.06983774134572633,0.07
Extra Trees (Proposed),PC4,Brier mean,3,0.0701313696720641,0.07
Extra Trees (Proposed),PC4,Brier mean,4,0.06952206401670427,0.07
Extra Trees (Proposed),PC4,Brier mean,5,0.07097624086385272,0.07
Extra Trees (Proposed),PC4,GLR mean,1,0.05994236674219602,0.06
Extra Trees (Proposed),PC4,GLR mean,2,0.05969635612074244,0.06
Extra Trees (Proposed),PC4,GLR mean,3,0.059386825445897275,0.06
Extra Trees (Proposed),PC4,GLR mean,4,0.0606682006493464,0.06
Extra Trees (Proposed),PC4,GLR mean,5,0.06030625104181784,0.06
Extra Trees (Proposed),PC4,Hit@10,1,0.9969254420157319,1.0
Extra Trees (Proposed),PC4,Hit@10,2,0.9877719269297808,1.0
Extra Trees (Proposed),PC4,Hit@10,3,1.0077709071362297,1.0
Extra Trees (Proposed),PC4,Hit@10,4,0.998205234446584,1.0
Extra Trees (Proposed),PC4,Hit@10,5,1.009326489471673,1.0
Extra Trees (Proposed),PC4,ECE,1,0.04963401861129385,0.05
Extra Trees (Proposed),PC4,ECE,2,0.050329427079172616,0.05
Extra Trees (Proposed),PC4,ECE,3,0.04959948097006573,0.05
Extra Trees (Proposed),PC4,ECE,4,0.050413179550257356,0.05
Extra Trees (Proposed),PC4,ECE,5,0.05002389378921045,0.05
Extra Trees (Proposed),PC4,Reliability Score,1,0.8193707591586729,0.83
Extra Trees (Proposed),PC4,Reliability Score,2,0.828092832812991,0.83
Extra Trees (Proposed),PC4,Reliability Score,3,0.8434746214509822,0.83
Extra Trees (Proposed),PC4,Reliability Score,4,0.8328632920281169,0.83
Extra Trees (Proposed),PC4,Reliability Score,5,0.8261984945492364,0.83
Gradient Boosting (Proposed),CM1,AUC mean,1,0.7610758181180797,0.76
Gradient Boosting (Proposed),CM1,AUC mean,2,0.7691454972209711,0.76
Gradient Boosting (Proposed),CM1,AUC mean,3,0.7632702042614176,0.76
Gradient Boosting (Proposed),CM1,AUC mean,4,0.7589595320241194,0.76
Gradient Boosting (Proposed),CM1,AUC mean,5,0.7475489483754121,0.76
Gradient Boosting (Proposed),CM1,F1 mean,1,0.2645183395374886,0.26
Gradient Boosting (Proposed),CM1,F1 mean,2,0.25773965856529735,0.26
Gradient Boosting (Proposed),CM1,F1 mean,3,0.2629076889444345,0.26
Gradient Boosting (Proposed),CM1,F1 mean,4,0.25612159659661843,0.26
Gradient Boosting (Proposed),CM1,F1 mean,5,0.25871271635616105,0.26
Gradient Boosting (Proposed),CM1,Precision mean,1,0.24698239138106554,0.25
Gradient Boosting (Proposed),CM1,Precision mean,2,0.25127371477174915,0.25
Gradient Boosting (Proposed),CM1,Precision mean,3,0.2477010107977297,0.25
Gradient Boosting (Proposed),CM1,Precision mean,4,0.2505567154364537,0.25
Gradient Boosting (Proposed),CM1,Precision mean,5,0.25348616761300186,0.25
Gradient Boosting (Proposed),CM1,Recall mean,1,0.31116180613168765,0.31
Gradient Boosting (Proposed),CM1,Recall mean,2,0.30801230172896465,0.31
Gradient Boosting (Proposed),CM1,Recall mean,3,0.3097958351647422,0.31
Gradient Boosting (Proposed),CM1,Recall mean,4,0.30764610553625443,0.31
Gradient Boosting (Proposed),CM1,Recall mean,5,0.3133839514383509,0.31
Gradient Boosting (Proposed),CM1,Brier mean,1,0.1518393219584054,0.15
Gradient Boosting (Proposed),CM1,Brier mean,2,0.1512460534901911,0.15
Gradient Boosting (Proposed),CM1,Brier mean,3,0.14918979441249122,0.15
Gradient Boosting (Proposed),CM1,Brier mean,4,0.14747448135198737,0.15
Gradient Boosting (Proposed),CM1,Brier mean,5,0.15025034878692475,0.15
Gradient Boosting (Proposed),CM1,GLR mean,1,0.16004993260796388,0.16
Gradient Boosting (Proposed),CM1,GLR mean,2,0.159005808281007,0.16
Gradient Boosting (Proposed),CM1,GLR mean,3,0.15913640255812678,0.16
Gradient Boosting (Proposed),CM1,GLR mean,4,0.15996977398683884,0.16
Gradient Boosting (Proposed),CM1,GLR mean,5,0.16183808256606372,0.16
Gradient Boosting (Proposed),CM1,Hit@10,1,0.9870434395798261,1.0
Gradient Boosting (Proposed),CM1,Hit@10,2,1.0031041773785565,1.0
Gradient Boosting (Proposed),CM1,Hit@10,3,1.017189195155609,1.0
Gradient Boosting (Proposed),CM1,Hit@10,4,0.9861544405199155,1.0
Gradient Boosting (Proposed),CM1,Hit@10,5,1.006508747366093,1.0
Gradient Boosting (Proposed),CM1,ECE,1,0.15965626441062097,0.16
Gradient Boosting (Proposed),CM1,ECE,2,0.15977108395056383,0.16
Gradient Boosting (Proposed),CM1,ECE,3,0.16250657524178552,0.16
Gradient Boosting (Proposed),CM1,ECE,4,0.15956163721843453,0.16
Gradient Boosting (Proposed),CM1,ECE,5,0.1585044391785952,0.16
Gradient Boosting (Proposed),CM1,Reliability Score,1,0.8123359640245088,0.81
Gradient Boosting (Proposed),CM1,Reliability Score,2,0.8163347723972767,0.81
Gradient Boosting (Proposed),CM1,Reliability Score,3,0.8085138010875613,0.81
Gradient Boosting (Proposed),CM1,Reliability Score,4,0.8034000343466601,0.81
Gradient Boosting (Proposed),CM1,Reliability Score,5,0.809415428143994,0.81
Gradient Boosting (Proposed),MC1,AUC mean,1,0.9696667308321507,0.97
Gradient Boosting (Proposed),MC1,AUC mean,2,0.9885270297841928,0.97
Gradient Boosting (Proposed),MC1,AUC mean,3,0.9662341378706677,0.97
Gradient Boosting (Proposed),MC1,AUC mean,4,0.9665562833539073,0.97
Gradient Boosting (Proposed),MC1,AUC mean,5,0.9590158181590813,0.97
Gradient Boosting (Proposed),MC1,F1 mean,1,0.5044089946016016,0.5
Gradient Boosting (Proposed),MC1,F1 mean,2,0.49957061731368696,0.5
Gradient Boosting (Proposed),MC1,F1 mean,3,0.5017482548864793,0.5
Gradient Boosting (Proposed),MC1,F1 mean,4,0.500077903449405,0.5
Gradient Boosting (Proposed),MC1,F1 mean,5,0.4941942297488272,0.5
Gradient Boosting (Proposed),MC1,Precision mean,1,0.517483454762436,0.52
Gradient Boosting (Proposed),MC1,Precision mean,2,0.511306589911269,0.52
Gradient Boosting (Proposed),MC1,Precision mean,3,0.5188562013909866,0.52
Gradient Boosting (Proposed),MC1,Precision mean,4,0.5225975807367611,0.52
Gradient Boosting (Proposed),MC1,Precision mean,5,0.529756173198547,0.52
Gradient Boosting (Proposed),MC1,Recall mean,1,0.4853617374895256,0.49
Gradient Boosting (Proposed),MC1,Recall mean,2,0.4957446705816052,0.49
Gradient Boosting (Proposed),MC1,Recall mean,3,0.49400007002157503,0.49
Gradient Boosting (Proposed),MC1,Recall mean,4,0.48399926272118227,0.49
Gradient Boosting (Proposed),MC1,Recall mean,5,0.4908942591861116,0.49
Gradient Boosting (Proposed),MC1,Brier mean,1,0.01010858503760298,0.01
Gradient Boosting (Proposed),MC1,Brier mean,2,0.009909987955539096,0.01
Gradient Boosting (Proposed),MC1,Brier mean,3,0.01001668696460389,0.01
Gradient Boosting (Proposed),MC1,Brier mean,4,0.009956862139712877,0.01
Gradient Boosting (Proposed),MC1,Brier mean,5,0.010007877902541162,0.01
Gradient Boosting (Proposed),MC1,GLR mean,1,0.31863879689912317,0.32
Gradient Boosting (Proposed),MC1,GLR mean,2,0.3212703895646338,0.32
Gradient Boosting (Proposed),MC1,GLR mean,3,0.322519623772999,0.32
Gradient Boosting (Proposed),MC1,GLR mean,4,0.31924450355438116,0.32
