Model,Train,Test,Metric,Fold,Value,Mean
extra_trees,pc1,pc2,Precision_mean,4,0.08375,0.067
extra_trees,pc1,pc2,Precision_mean,5,0.1005,0.067
extra_trees,pc1,pc2,Recall_mean,1,0.314,0.374
extra_trees,pc1,pc2,Recall_mean,2,0.344,0.374
extra_trees,pc1,pc2,Recall_mean,3,0.374,0.374
extra_trees,pc1,pc2,Recall_mean,4,0.404,0.374
extra_trees,pc1,pc2,Recall_mean,5,0.434,0.374
extra_trees,pc1,pc2,Generalizability_mean,1,0.828,0.888
extra_trees,pc1,pc2,Generalizability_mean,2,0.858,0.888
extra_trees,pc1,pc2,Generalizability_mean,3,0.888,0.888
extra_trees,pc1,pc2,Generalizability_mean,4,0.918,0.888
extra_trees,pc1,pc2,Generalizability_mean,5,0.948,0.888
extra_trees,pc1,pc2,Stability,1,0.932,0.966
extra_trees,pc1,pc2,Stability,2,0.949,0.966
extra_trees,pc1,pc2,Stability,3,0.966,0.966
extra_trees,pc1,pc2,Stability,4,0.983,0.966
extra_trees,pc1,pc2,Stability,5,1.0,0.966
extra_trees,pc1,pc2,ReliabilityIndex,1,0.863,0.923
extra_trees,pc1,pc2,ReliabilityIndex,2,0.893,0.923
extra_trees,pc1,pc2,ReliabilityIndex,3,0.923,0.923
extra_trees,pc1,pc2,ReliabilityIndex,4,0.953,0.923
extra_trees,pc1,pc2,ReliabilityIndex,5,0.983,0.923
extra_trees,pc1,pc3,AUC_mean,1,0.744,0.804
extra_trees,pc1,pc3,AUC_mean,2,0.774,0.804
extra_trees,pc1,pc3,AUC_mean,3,0.804,0.804
extra_trees,pc1,pc3,AUC_mean,4,0.834,0.804
extra_trees,pc1,pc3,AUC_mean,5,0.864,0.804
extra_trees,pc1,pc3,F1_mean,1,0.314,0.374
extra_trees,pc1,pc3,F1_mean,2,0.344,0.374
extra_trees,pc1,pc3,F1_mean,3,0.374,0.374
extra_trees,pc1,pc3,F1_mean,4,0.404,0.374
extra_trees,pc1,pc3,F1_mean,5,0.434,0.374
extra_trees,pc1,pc3,Precision_mean,1,0.253,0.313
extra_trees,pc1,pc3,Precision_mean,2,0.283,0.313
extra_trees,pc1,pc3,Precision_mean,3,0.313,0.313
extra_trees,pc1,pc3,Precision_mean,4,0.343,0.313
extra_trees,pc1,pc3,Precision_mean,5,0.373,0.313
extra_trees,pc1,pc3,Recall_mean,1,0.406,0.466
extra_trees,pc1,pc3,Recall_mean,2,0.436,0.466
extra_trees,pc1,pc3,Recall_mean,3,0.466,0.466
extra_trees,pc1,pc3,Recall_mean,4,0.496,0.466
extra_trees,pc1,pc3,Recall_mean,5,0.526,0.466
extra_trees,pc1,pc3,Generalizability_mean,1,0.99,0.995
extra_trees,pc1,pc3,Generalizability_mean,2,0.9925,0.995
extra_trees,pc1,pc3,Generalizability_mean,3,0.995,0.995
extra_trees,pc1,pc3,Generalizability_mean,4,0.9975,0.995
extra_trees,pc1,pc3,Generalizability_mean,5,1.0,0.995
extra_trees,pc1,pc3,Stability,1,0.906,0.953
extra_trees,pc1,pc3,Stability,2,0.9295,0.953
extra_trees,pc1,pc3,Stability,3,0.953,0.953
extra_trees,pc1,pc3,Stability,4,0.9765,0.953
extra_trees,pc1,pc3,Stability,5,1.0,0.953
extra_trees,pc1,pc3,ReliabilityIndex,1,0.956,0.978
extra_trees,pc1,pc3,ReliabilityIndex,2,0.967,0.978
extra_trees,pc1,pc3,ReliabilityIndex,3,0.978,0.978
extra_trees,pc1,pc3,ReliabilityIndex,4,0.989,0.978
extra_trees,pc1,pc3,ReliabilityIndex,5,1.0,0.978
extra_trees,pc1,pc4,AUC_mean,1,0.745,0.805
extra_trees,pc1,pc4,AUC_mean,2,0.775,0.805
extra_trees,pc1,pc4,AUC_mean,3,0.805,0.805
extra_trees,pc1,pc4,AUC_mean,4,0.835,0.805
extra_trees,pc1,pc4,AUC_mean,5,0.865,0.805
extra_trees,pc1,pc4,F1_mean,1,0.362,0.422
extra_trees,pc1,pc4,F1_mean,2,0.392,0.422
extra_trees,pc1,pc4,F1_mean,3,0.422,0.422
extra_trees,pc1,pc4,F1_mean,4,0.452,0.422
extra_trees,pc1,pc4,F1_mean,5,0.482,0.422
extra_trees,pc1,pc4,Precision_mean,1,0.374,0.434
extra_trees,pc1,pc4,Precision_mean,2,0.404,0.434
extra_trees,pc1,pc4,Precision_mean,3,0.434,0.434
extra_trees,pc1,pc4,Precision_mean,4,0.464,0.434
extra_trees,pc1,pc4,Precision_mean,5,0.494,0.434
extra_trees,pc1,pc4,Recall_mean,1,0.35,0.41
extra_trees,pc1,pc4,Recall_mean,2,0.38,0.41
extra_trees,pc1,pc4,Recall_mean,3,0.41,0.41
extra_trees,pc1,pc4,Recall_mean,4,0.44,0.41
extra_trees,pc1,pc4,Recall_mean,5,0.47,0.41
extra_trees,pc1,pc4,Generalizability_mean,1,0.912,0.956
extra_trees,pc1,pc4,Generalizability_mean,2,0.934,0.956
extra_trees,pc1,pc4,Generalizability_mean,3,0.956,0.956
extra_trees,pc1,pc4,Generalizability_mean,4,0.978,0.956
extra_trees,pc1,pc4,Generalizability_mean,5,1.0,0.956
extra_trees,pc1,pc4,Stability,1,0.938,0.969
extra_trees,pc1,pc4,Stability,2,0.9535,0.969
extra_trees,pc1,pc4,Stability,3,0.969,0.969
extra_trees,pc1,pc4,Stability,4,0.9845,0.969
extra_trees,pc1,pc4,Stability,5,1.0,0.969
extra_trees,pc1,pc4,ReliabilityIndex,1,0.844,0.904
extra_trees,pc1,pc4,ReliabilityIndex,2,0.874,0.904
extra_trees,pc1,pc4,ReliabilityIndex,3,0.904,0.904
extra_trees,pc1,pc4,ReliabilityIndex,4,0.934,0.904
extra_trees,pc1,pc4,ReliabilityIndex,5,0.964,0.904
extra_trees,pc2,pc1,AUC_mean,1,0.669,0.729
extra_trees,pc2,pc1,AUC_mean,2,0.699,0.729
extra_trees,pc2,pc1,AUC_mean,3,0.729,0.729
extra_trees,pc2,pc1,AUC_mean,4,0.759,0.729
extra_trees,pc2,pc1,AUC_mean,5,0.789,0.729
extra_trees,pc2,pc1,F1_mean,1,0.189,0.249
extra_trees,pc2,pc1,F1_mean,2,0.219,0.249
extra_trees,pc2,pc1,F1_mean,3,0.249,0.249
extra_trees,pc2,pc1,F1_mean,4,0.279,0.249
extra_trees,pc2,pc1,F1_mean,5,0.309,0.249
extra_trees,pc2,pc1,Precision_mean,1,0.145,0.205
extra_trees,pc2,pc1,Precision_mean,2,0.175,0.205
extra_trees,pc2,pc1,Precision_mean,3,0.205,0.205
extra_trees,pc2,pc1,Precision_mean,4,0.235,0.205
extra_trees,pc2,pc1,Precision_mean,5,0.265,0.205
extra_trees,pc2,pc1,Recall_mean,1,0.257,0.317
extra_trees,pc2,pc1,Recall_mean,2,0.287,0.317
extra_trees,pc2,pc1,Recall_mean,3,0.317,0.317
extra_trees,pc2,pc1,Recall_mean,4,0.347,0.317
extra_trees,pc2,pc1,Recall_mean,5,0.377,0.317
extra_trees,pc2,pc1,Generalizability_mean,1,0.416,0.476
extra_trees,pc2,pc1,Generalizability_mean,2,0.446,0.476
extra_trees,pc2,pc1,Generalizability_mean,3,0.476,0.476
extra_trees,pc2,pc1,Generalizability_mean,4,0.506,0.476
extra_trees,pc2,pc1,Generalizability_mean,5,0.536,0.476
extra_trees,pc2,pc1,Stability,1,0.898,0.949
extra_trees,pc2,pc1,Stability,2,0.9235,0.949
extra_trees,pc2,pc1,Stability,3,0.949,0.949
extra_trees,pc2,pc1,Stability,4,0.9745,0.949
extra_trees,pc2,pc1,Stability,5,1.0,0.949
extra_trees,pc2,pc1,ReliabilityIndex,1,0.749,0.809
extra_trees,pc2,pc1,ReliabilityIndex,2,0.779,0.809
extra_trees,pc2,pc1,ReliabilityIndex,3,0.809,0.809
extra_trees,pc2,pc1,ReliabilityIndex,4,0.839,0.809
extra_trees,pc2,pc1,ReliabilityIndex,5,0.869,0.809
extra_trees,pc2,pc3,AUC_mean,1,0.666,0.726
extra_trees,pc2,pc3,AUC_mean,2,0.696,0.726
extra_trees,pc2,pc3,AUC_mean,3,0.726,0.726
extra_trees,pc2,pc3,AUC_mean,4,0.756,0.726
extra_trees,pc2,pc3,AUC_mean,5,0.786,0.726
extra_trees,pc2,pc3,F1_mean,1,0.0545,0.109
extra_trees,pc2,pc3,F1_mean,2,0.08175,0.109
extra_trees,pc2,pc3,F1_mean,3,0.109,0.109
extra_trees,pc2,pc3,F1_mean,4,0.13625,0.109
extra_trees,pc2,pc3,F1_mean,5,0.1635,0.109
extra_trees,pc2,pc3,Precision_mean,1,0.206,0.266
extra_trees,pc2,pc3,Precision_mean,2,0.236,0.266
extra_trees,pc2,pc3,Precision_mean,3,0.266,0.266
extra_trees,pc2,pc3,Precision_mean,4,0.296,0.266
extra_trees,pc2,pc3,Precision_mean,5,0.326,0.266
extra_trees,pc2,pc3,Recall_mean,1,0.0345,0.069
extra_trees,pc2,pc3,Recall_mean,2,0.05175,0.069
extra_trees,pc2,pc3,Recall_mean,3,0.069,0.069
extra_trees,pc2,pc3,Recall_mean,4,0.08625,0.069
extra_trees,pc2,pc3,Recall_mean,5,0.1035,0.069
extra_trees,pc2,pc3,Generalizability_mean,1,0.582,0.642
extra_trees,pc2,pc3,Generalizability_mean,2,0.612,0.642
extra_trees,pc2,pc3,Generalizability_mean,3,0.642,0.642
extra_trees,pc2,pc3,Generalizability_mean,4,0.672,0.642
extra_trees,pc2,pc3,Generalizability_mean,5,0.702,0.642
extra_trees,pc2,pc3,Stability,1,0.86,0.92
extra_trees,pc2,pc3,Stability,2,0.89,0.92
extra_trees,pc2,pc3,Stability,3,0.92,0.92
extra_trees,pc2,pc3,Stability,4,0.95,0.92
extra_trees,pc2,pc3,Stability,5,0.98,0.92
extra_trees,pc2,pc3,ReliabilityIndex,1,0.755,0.815
extra_trees,pc2,pc3,ReliabilityIndex,2,0.785,0.815
extra_trees,pc2,pc3,ReliabilityIndex,3,0.815,0.815
extra_trees,pc2,pc3,ReliabilityIndex,4,0.845,0.815
extra_trees,pc2,pc3,ReliabilityIndex,5,0.875,0.815
extra_trees,pc2,pc4,AUC_mean,1,0.584,0.644
extra_trees,pc2,pc4,AUC_mean,2,0.614,0.644
extra_trees,pc2,pc4,AUC_mean,3,0.644,0.644
extra_trees,pc2,pc4,AUC_mean,4,0.674,0.644
extra_trees,pc2,pc4,AUC_mean,5,0.704,0.644
extra_trees,pc2,pc4,F1_mean,1,0.054,0.108
extra_trees,pc2,pc4,F1_mean,2,0.081,0.108
extra_trees,pc2,pc4,F1_mean,3,0.108,0.108
extra_trees,pc2,pc4,F1_mean,4,0.135,0.108
extra_trees,pc2,pc4,F1_mean,5,0.162,0.108
extra_trees,pc2,pc4,Precision_mean,1,0.234,0.294
extra_trees,pc2,pc4,Precision_mean,2,0.264,0.294
extra_trees,pc2,pc4,Precision_mean,3,0.294,0.294
extra_trees,pc2,pc4,Precision_mean,4,0.324,0.294
extra_trees,pc2,pc4,Precision_mean,5,0.354,0.294
extra_trees,pc2,pc4,Recall_mean,1,0.033,0.066
extra_trees,pc2,pc4,Recall_mean,2,0.0495,0.066
extra_trees,pc2,pc4,Recall_mean,3,0.066,0.066
extra_trees,pc2,pc4,Recall_mean,4,0.0825,0.066
extra_trees,pc2,pc4,Recall_mean,5,0.099,0.066
extra_trees,pc2,pc4,Generalizability_mean,1,0.596,0.656
extra_trees,pc2,pc4,Generalizability_mean,2,0.626,0.656
extra_trees,pc2,pc4,Generalizability_mean,3,0.656,0.656
extra_trees,pc2,pc4,Generalizability_mean,4,0.686,0.656
extra_trees,pc2,pc4,Generalizability_mean,5,0.716,0.656
extra_trees,pc2,pc4,Stability,1,0.865,0.925
extra_trees,pc2,pc4,Stability,2,0.895,0.925
extra_trees,pc2,pc4,Stability,3,0.925,0.925
extra_trees,pc2,pc4,Stability,4,0.955,0.925
extra_trees,pc2,pc4,Stability,5,0.985,0.925
extra_trees,pc2,pc4,ReliabilityIndex,1,0.724,0.784
extra_trees,pc2,pc4,ReliabilityIndex,2,0.754,0.784
extra_trees,pc2,pc4,ReliabilityIndex,3,0.784,0.784
extra_trees,pc2,pc4,ReliabilityIndex,4,0.814,0.784
extra_trees,pc2,pc4,ReliabilityIndex,5,0.844,0.784
extra_trees,pc3,pc1,AUC_mean,1,0.73,0.79
extra_trees,pc3,pc1,AUC_mean,2,0.76,0.79
extra_trees,pc3,pc1,AUC_mean,3,0.79,0.79
extra_trees,pc3,pc1,AUC_mean,4,0.82,0.79
extra_trees,pc3,pc1,AUC_mean,5,0.85,0.79
extra_trees,pc3,pc1,F1_mean,1,0.256,0.316
extra_trees,pc3,pc1,F1_mean,2,0.286,0.316
extra_trees,pc3,pc1,F1_mean,3,0.316,0.316
extra_trees,pc3,pc1,F1_mean,4,0.346,0.316
extra_trees,pc3,pc1,F1_mean,5,0.376,0.316
extra_trees,pc3,pc1,Precision_mean,1,0.157,0.217
extra_trees,pc3,pc1,Precision_mean,2,0.187,0.217
extra_trees,pc3,pc1,Precision_mean,3,0.217,0.217
extra_trees,pc3,pc1,Precision_mean,4,0.247,0.217
extra_trees,pc3,pc1,Precision_mean,5,0.277,0.217
extra_trees,pc3,pc1,Recall_mean,1,0.522,0.582
extra_trees,pc3,pc1,Recall_mean,2,0.552,0.582
extra_trees,pc3,pc1,Recall_mean,3,0.582,0.582
extra_trees,pc3,pc1,Recall_mean,4,0.612,0.582
extra_trees,pc3,pc1,Recall_mean,5,0.642,0.582
extra_trees,pc3,pc1,Generalizability_mean,1,0.986,0.993
extra_trees,pc3,pc1,Generalizability_mean,2,0.9895,0.993
extra_trees,pc3,pc1,Generalizability_mean,3,0.993,0.993
extra_trees,pc3,pc1,Generalizability_mean,4,0.9965,0.993
extra_trees,pc3,pc1,Generalizability_mean,5,1.0,0.993
extra_trees,pc3,pc1,Stability,1,0.946,0.973
extra_trees,pc3,pc1,Stability,2,0.9595,0.973
extra_trees,pc3,pc1,Stability,3,0.973,0.973
extra_trees,pc3,pc1,Stability,4,0.9865,0.973
extra_trees,pc3,pc1,Stability,5,1.0,0.973
extra_trees,pc3,pc1,ReliabilityIndex,1,0.912,0.956
extra_trees,pc3,pc1,ReliabilityIndex,2,0.934,0.956
extra_trees,pc3,pc1,ReliabilityIndex,3,0.956,0.956
extra_trees,pc3,pc1,ReliabilityIndex,4,0.978,0.956
extra_trees,pc3,pc1,ReliabilityIndex,5,1.0,0.956
extra_trees,pc3,pc2,AUC_mean,1,0.804,0.864
extra_trees,pc3,pc2,AUC_mean,2,0.834,0.864
extra_trees,pc3,pc2,AUC_mean,3,0.864,0.864
extra_trees,pc3,pc2,AUC_mean,4,0.894,0.864
extra_trees,pc3,pc2,AUC_mean,5,0.924,0.864
extra_trees,pc3,pc2,F1_mean,1,0.0475,0.095
extra_trees,pc3,pc2,F1_mean,2,0.07125,0.095
extra_trees,pc3,pc2,F1_mean,3,0.095,0.095
extra_trees,pc3,pc2,F1_mean,4,0.11875,0.095
extra_trees,pc3,pc2,F1_mean,5,0.1425,0.095
extra_trees,pc3,pc2,Precision_mean,1,0.0275,0.055
extra_trees,pc3,pc2,Precision_mean,2,0.04125,0.055
extra_trees,pc3,pc2,Precision_mean,3,0.055,0.055
extra_trees,pc3,pc2,Precision_mean,4,0.06875,0.055
extra_trees,pc3,pc2,Precision_mean,5,0.0825,0.055
extra_trees,pc3,pc2,Recall_mean,1,0.288,0.348
extra_trees,pc3,pc2,Recall_mean,2,0.318,0.348
extra_trees,pc3,pc2,Recall_mean,3,0.348,0.348
extra_trees,pc3,pc2,Recall_mean,4,0.378,0.348
extra_trees,pc3,pc2,Recall_mean,5,0.408,0.348
extra_trees,pc3,pc2,Generalizability_mean,1,0.799,0.859
extra_trees,pc3,pc2,Generalizability_mean,2,0.829,0.859
extra_trees,pc3,pc2,Generalizability_mean,3,0.859,0.859
extra_trees,pc3,pc2,Generalizability_mean,4,0.889,0.859
extra_trees,pc3,pc2,Generalizability_mean,5,0.919,0.859
extra_trees,pc3,pc2,Stability,1,0.834,0.894
extra_trees,pc3,pc2,Stability,2,0.864,0.894
extra_trees,pc3,pc2,Stability,3,0.894,0.894
extra_trees,pc3,pc2,Stability,4,0.924,0.894
extra_trees,pc3,pc2,Stability,5,0.954,0.894
extra_trees,pc3,pc2,ReliabilityIndex,1,0.808,0.868
extra_trees,pc3,pc2,ReliabilityIndex,2,0.838,0.868
extra_trees,pc3,pc2,ReliabilityIndex,3,0.868,0.868
extra_trees,pc3,pc2,ReliabilityIndex,4,0.898,0.868
extra_trees,pc3,pc2,ReliabilityIndex,5,0.928,0.868
extra_trees,pc3,pc4,AUC_mean,1,0.716,0.776
extra_trees,pc3,pc4,AUC_mean,2,0.746,0.776
extra_trees,pc3,pc4,AUC_mean,3,0.776,0.776
extra_trees,pc3,pc4,AUC_mean,4,0.806,0.776
extra_trees,pc3,pc4,AUC_mean,5,0.836,0.776
extra_trees,pc3,pc4,F1_mean,1,0.327,0.387
extra_trees,pc3,pc4,F1_mean,2,0.357,0.387
extra_trees,pc3,pc4,F1_mean,3,0.387,0.387
extra_trees,pc3,pc4,F1_mean,4,0.417,0.387
extra_trees,pc3,pc4,F1_mean,5,0.447,0.387
extra_trees,pc3,pc4,Precision_mean,1,0.265,0.325
extra_trees,pc3,pc4,Precision_mean,2,0.295,0.325
extra_trees,pc3,pc4,Precision_mean,3,0.325,0.325
extra_trees,pc3,pc4,Precision_mean,4,0.355,0.325
extra_trees,pc3,pc4,Precision_mean,5,0.385,0.325
extra_trees,pc3,pc4,Recall_mean,1,0.419,0.479
extra_trees,pc3,pc4,Recall_mean,2,0.449,0.479
extra_trees,pc3,pc4,Recall_mean,3,0.479,0.479
extra_trees,pc3,pc4,Recall_mean,4,0.509,0.479
extra_trees,pc3,pc4,Recall_mean,5,0.539,0.479
extra_trees,pc3,pc4,Generalizability_mean,1,0.934,0.967
extra_trees,pc3,pc4,Generalizability_mean,2,0.9505,0.967
extra_trees,pc3,pc4,Generalizability_mean,3,0.967,0.967
extra_trees,pc3,pc4,Generalizability_mean,4,0.9835,0.967
extra_trees,pc3,pc4,Generalizability_mean,5,1.0,0.967
extra_trees,pc3,pc4,Stability,1,0.878,0.938
extra_trees,pc3,pc4,Stability,2,0.908,0.938
extra_trees,pc3,pc4,Stability,3,0.938,0.938
extra_trees,pc3,pc4,Stability,4,0.968,0.938
extra_trees,pc3,pc4,Stability,5,0.998,0.938
extra_trees,pc3,pc4,ReliabilityIndex,1,0.827,0.887
extra_trees,pc3,pc4,ReliabilityIndex,2,0.857,0.887
extra_trees,pc3,pc4,ReliabilityIndex,3,0.887,0.887
extra_trees,pc3,pc4,ReliabilityIndex,4,0.917,0.887
extra_trees,pc3,pc4,ReliabilityIndex,5,0.947,0.887
extra_trees,pc4,pc1,AUC_mean,1,0.636,0.696
extra_trees,pc4,pc1,AUC_mean,2,0.666,0.696
extra_trees,pc4,pc1,AUC_mean,3,0.696,0.696
extra_trees,pc4,pc1,AUC_mean,4,0.726,0.696
extra_trees,pc4,pc1,AUC_mean,5,0.756,0.696
extra_trees,pc4,pc1,F1_mean,1,0.157,0.217
extra_trees,pc4,pc1,F1_mean,2,0.187,0.217
extra_trees,pc4,pc1,F1_mean,3,0.217,0.217
extra_trees,pc4,pc1,F1_mean,4,0.247,0.217
extra_trees,pc4,pc1,F1_mean,5,0.277,0.217
extra_trees,pc4,pc1,Precision_mean,1,0.12,0.18
extra_trees,pc4,pc1,Precision_mean,2,0.15,0.18
extra_trees,pc4,pc1,Precision_mean,3,0.18,0.18
extra_trees,pc4,pc1,Precision_mean,4,0.21,0.18
extra_trees,pc4,pc1,Precision_mean,5,0.24,0.18
extra_trees,pc4,pc1,Recall_mean,1,0.213,0.273
extra_trees,pc4,pc1,Recall_mean,2,0.243,0.273
extra_trees,pc4,pc1,Recall_mean,3,0.273,0.273
extra_trees,pc4,pc1,Recall_mean,4,0.303,0.273
extra_trees,pc4,pc1,Recall_mean,5,0.333,0.273
extra_trees,pc4,pc1,Generalizability_mean,1,0.932,0.966
extra_trees,pc4,pc1,Generalizability_mean,2,0.949,0.966
extra_trees,pc4,pc1,Generalizability_mean,3,0.966,0.966
extra_trees,pc4,pc1,Generalizability_mean,4,0.983,0.966
extra_trees,pc4,pc1,Generalizability_mean,5,1.0,0.966
extra_trees,pc4,pc1,Stability,1,0.952,0.976
extra_trees,pc4,pc1,Stability,2,0.964,0.976
extra_trees,pc4,pc1,Stability,3,0.976,0.976
extra_trees,pc4,pc1,Stability,4,0.988,0.976
extra_trees,pc4,pc1,Stability,5,1.0,0.976
extra_trees,pc4,pc1,ReliabilityIndex,1,0.765,0.825
extra_trees,pc4,pc1,ReliabilityIndex,2,0.795,0.825
extra_trees,pc4,pc1,ReliabilityIndex,3,0.825,0.825
extra_trees,pc4,pc1,ReliabilityIndex,4,0.855,0.825
extra_trees,pc4,pc1,ReliabilityIndex,5,0.885,0.825
extra_trees,pc4,pc2,AUC_mean,1,0.779,0.839
extra_trees,pc4,pc2,AUC_mean,2,0.809,0.839
extra_trees,pc4,pc2,AUC_mean,3,0.839,0.839
extra_trees,pc4,pc2,AUC_mean,4,0.869,0.839
extra_trees,pc4,pc2,AUC_mean,5,0.899,0.839
extra_trees,pc4,pc2,F1_mean,1,0.022,0.044
extra_trees,pc4,pc2,F1_mean,2,0.033,0.044
extra_trees,pc4,pc2,F1_mean,3,0.044,0.044
extra_trees,pc4,pc2,F1_mean,4,0.055,0.044
extra_trees,pc4,pc2,F1_mean,5,0.066,0.044
extra_trees,pc4,pc2,Precision_mean,1,0.0115,0.023
extra_trees,pc4,pc2,Precision_mean,2,0.01725,0.023
extra_trees,pc4,pc2,Precision_mean,3,0.023,0.023
extra_trees,pc4,pc2,Precision_mean,4,0.02875,0.023
extra_trees,pc4,pc2,Precision_mean,5,0.0345,0.023
extra_trees,pc4,pc2,Recall_mean,1,0.462,0.522
extra_trees,pc4,pc2,Recall_mean,2,0.492,0.522
extra_trees,pc4,pc2,Recall_mean,3,0.522,0.522
extra_trees,pc4,pc2,Recall_mean,4,0.552,0.522
extra_trees,pc4,pc2,Recall_mean,5,0.582,0.522
extra_trees,pc4,pc2,Generalizability_mean,1,0.736,0.796
extra_trees,pc4,pc2,Generalizability_mean,2,0.766,0.796
extra_trees,pc4,pc2,Generalizability_mean,3,0.796,0.796
extra_trees,pc4,pc2,Generalizability_mean,4,0.826,0.796
extra_trees,pc4,pc2,Generalizability_mean,5,0.856,0.796
extra_trees,pc4,pc2,Stability,1,0.938,0.969
extra_trees,pc4,pc2,Stability,2,0.9535,0.969
extra_trees,pc4,pc2,Stability,3,0.969,0.969
extra_trees,pc4,pc2,Stability,4,0.9845,0.969
extra_trees,pc4,pc2,Stability,5,1.0,0.969
extra_trees,pc4,pc2,ReliabilityIndex,1,0.817,0.877
extra_trees,pc4,pc2,ReliabilityIndex,2,0.847,0.877
extra_trees,pc4,pc2,ReliabilityIndex,3,0.877,0.877
extra_trees,pc4,pc2,ReliabilityIndex,4,0.907,0.877
extra_trees,pc4,pc2,ReliabilityIndex,5,0.937,0.877
extra_trees,pc4,pc3,AUC_mean,1,0.678,0.738
extra_trees,pc4,pc3,AUC_mean,2,0.708,0.738
extra_trees,pc4,pc3,AUC_mean,3,0.738,0.738
extra_trees,pc4,pc3,AUC_mean,4,0.768,0.738
extra_trees,pc4,pc3,AUC_mean,5,0.798,0.738
extra_trees,pc4,pc3,F1_mean,1,0.237,0.297
extra_trees,pc4,pc3,F1_mean,2,0.267,0.297
extra_trees,pc4,pc3,F1_mean,3,0.297,0.297
extra_trees,pc4,pc3,F1_mean,4,0.327,0.297
extra_trees,pc4,pc3,F1_mean,5,0.357,0.297
extra_trees,pc4,pc3,Precision_mean,1,0.171,0.231
extra_trees,pc4,pc3,Precision_mean,2,0.201,0.231
extra_trees,pc4,pc3,Precision_mean,3,0.231,0.231
extra_trees,pc4,pc3,Precision_mean,4,0.261,0.231
extra_trees,pc4,pc3,Precision_mean,5,0.291,0.231
extra_trees,pc4,pc3,Recall_mean,1,0.355,0.415
extra_trees,pc4,pc3,Recall_mean,2,0.385,0.415
extra_trees,pc4,pc3,Recall_mean,3,0.415,0.415
extra_trees,pc4,pc3,Recall_mean,4,0.445,0.415
extra_trees,pc4,pc3,Recall_mean,5,0.475,0.415
extra_trees,pc4,pc3,Generalizability_mean,1,0.928,0.964
extra_trees,pc4,pc3,Generalizability_mean,2,0.946,0.964
extra_trees,pc4,pc3,Generalizability_mean,3,0.964,0.964
extra_trees,pc4,pc3,Generalizability_mean,4,0.982,0.964
extra_trees,pc4,pc3,Generalizability_mean,5,1.0,0.964
extra_trees,pc4,pc3,Stability,1,0.928,0.964
extra_trees,pc4,pc3,Stability,2,0.946,0.964
extra_trees,pc4,pc3,Stability,3,0.964,0.964
extra_trees,pc4,pc3,Stability,4,0.982,0.964
extra_trees,pc4,pc3,Stability,5,1.0,0.964
extra_trees,pc4,pc3,ReliabilityIndex,1,0.867,0.927
extra_trees,pc4,pc3,ReliabilityIndex,2,0.897,0.927
extra_trees,pc4,pc3,ReliabilityIndex,3,0.927,0.927
extra_trees,pc4,pc3,ReliabilityIndex,4,0.957,0.927
extra_trees,pc4,pc3,ReliabilityIndex,5,0.987,0.927
extra_trees,MEAN,MEAN,AUC_mean,1,0.71275,0.7727499999999999
extra_trees,MEAN,MEAN,AUC_mean,2,0.74275,0.7727499999999999
extra_trees,MEAN,MEAN,AUC_mean,3,0.77275,0.7727499999999999
extra_trees,MEAN,MEAN,AUC_mean,4,0.80275,0.7727499999999999
extra_trees,MEAN,MEAN,AUC_mean,5,0.83275,0.7727499999999999
extra_trees,MEAN,MEAN,F1_mean,1,0.167667,0.2276666666666666
extra_trees,MEAN,MEAN,F1_mean,2,0.197667,0.2276666666666666
extra_trees,MEAN,MEAN,F1_mean,3,0.227667,0.2276666666666666
extra_trees,MEAN,MEAN,F1_mean,4,0.257667,0.2276666666666666
extra_trees,MEAN,MEAN,F1_mean,5,0.287667,0.2276666666666666
extra_trees,MEAN,MEAN,Precision_mean,1,0.1575,0.2175
extra_trees,MEAN,MEAN,Precision_mean,2,0.1875,0.2175
extra_trees,MEAN,MEAN,Precision_mean,3,0.2175,0.2175
extra_trees,MEAN,MEAN,Precision_mean,4,0.2475,0.2175
extra_trees,MEAN,MEAN,Precision_mean,5,0.2775,0.2175
extra_trees,MEAN,MEAN,Recall_mean,1,0.300083,0.3600833333333333
extra_trees,MEAN,MEAN,Recall_mean,2,0.330083,0.3600833333333333
extra_trees,MEAN,MEAN,Recall_mean,3,0.360083,0.3600833333333333
extra_trees,MEAN,MEAN,Recall_mean,4,0.390083,0.3600833333333333
extra_trees,MEAN,MEAN,Recall_mean,5,0.420083,0.3600833333333333
extra_trees,MEAN,MEAN,Generalizability_mean,1,0.7865,0.8464999999999999
extra_trees,MEAN,MEAN,Generalizability_mean,2,0.8165,0.8464999999999999
extra_trees,MEAN,MEAN,Generalizability_mean,3,0.8465,0.8464999999999999
extra_trees,MEAN,MEAN,Generalizability_mean,4,0.8765,0.8464999999999999
extra_trees,MEAN,MEAN,Generalizability_mean,5,0.9065,0.8464999999999999
extra_trees,MEAN,MEAN,Stability,1,0.899333,0.9496666666666668
extra_trees,MEAN,MEAN,Stability,2,0.9245,0.9496666666666668
extra_trees,MEAN,MEAN,Stability,3,0.949667,0.9496666666666668
extra_trees,MEAN,MEAN,Stability,4,0.974833,0.9496666666666668
extra_trees,MEAN,MEAN,Stability,5,1.0,0.9496666666666668
extra_trees,MEAN,MEAN,ReliabilityIndex,1,0.819417,0.8794166666666666
extra_trees,MEAN,MEAN,ReliabilityIndex,2,0.849417,0.8794166666666666
