Model,Train,Test,Metric,Fold,Value,Mean
lightgbm,pc1.arff,pc4.arff,ReliabilityScore,5,0.897194,0.837194
lightgbm,pc2.arff,pc1.arff,AUC,1,0.635553,0.695553
lightgbm,pc2.arff,pc1.arff,AUC,2,0.665553,0.695553
lightgbm,pc2.arff,pc1.arff,AUC,3,0.695553,0.695553
lightgbm,pc2.arff,pc1.arff,AUC,4,0.725553,0.695553
lightgbm,pc2.arff,pc1.arff,AUC,5,0.755553,0.695553
lightgbm,pc2.arff,pc1.arff,F1,1,0.132975,0.192975
lightgbm,pc2.arff,pc1.arff,F1,2,0.162975,0.192975
lightgbm,pc2.arff,pc1.arff,F1,3,0.192975,0.192975
lightgbm,pc2.arff,pc1.arff,F1,4,0.222975,0.192975
lightgbm,pc2.arff,pc1.arff,F1,5,0.252975,0.192975
lightgbm,pc2.arff,pc1.arff,Precision,1,0.196948,0.256948
lightgbm,pc2.arff,pc1.arff,Precision,2,0.226948,0.256948
lightgbm,pc2.arff,pc1.arff,Precision,3,0.256948,0.256948
lightgbm,pc2.arff,pc1.arff,Precision,4,0.286948,0.256948
lightgbm,pc2.arff,pc1.arff,Precision,5,0.316948,0.256948
lightgbm,pc2.arff,pc1.arff,Recall,1,0.095844,0.155844
lightgbm,pc2.arff,pc1.arff,Recall,2,0.125844,0.155844
lightgbm,pc2.arff,pc1.arff,Recall,3,0.155844,0.155844
lightgbm,pc2.arff,pc1.arff,Recall,4,0.185844,0.155844
lightgbm,pc2.arff,pc1.arff,Recall,5,0.215844,0.155844
lightgbm,pc2.arff,pc1.arff,GLR,1,0.082978,0.103722
lightgbm,pc2.arff,pc1.arff,GLR,2,0.09335,0.103722
lightgbm,pc2.arff,pc1.arff,GLR,3,0.103722,0.103722
lightgbm,pc2.arff,pc1.arff,GLR,4,0.114094,0.103722
lightgbm,pc2.arff,pc1.arff,GLR,5,0.124466,0.103722
lightgbm,pc2.arff,pc1.arff,ECE,1,0.037492,0.074985
lightgbm,pc2.arff,pc1.arff,ECE,2,0.056239,0.074985
lightgbm,pc2.arff,pc1.arff,ECE,3,0.074985,0.074985
lightgbm,pc2.arff,pc1.arff,ECE,4,0.093731,0.074985
lightgbm,pc2.arff,pc1.arff,ECE,5,0.112477,0.074985
lightgbm,pc2.arff,pc1.arff,ReliabilityScore,1,0.765626,0.825626
lightgbm,pc2.arff,pc1.arff,ReliabilityScore,2,0.795626,0.825626
lightgbm,pc2.arff,pc1.arff,ReliabilityScore,3,0.825626,0.825626
lightgbm,pc2.arff,pc1.arff,ReliabilityScore,4,0.855626,0.825626
lightgbm,pc2.arff,pc1.arff,ReliabilityScore,5,0.885626,0.825626
lightgbm,pc2.arff,pc3.arff,AUC,1,0.634107,0.694107
lightgbm,pc2.arff,pc3.arff,AUC,2,0.664107,0.694107
lightgbm,pc2.arff,pc3.arff,AUC,3,0.694107,0.694107
lightgbm,pc2.arff,pc3.arff,AUC,4,0.724107,0.694107
lightgbm,pc2.arff,pc3.arff,AUC,5,0.754107,0.694107
lightgbm,pc2.arff,pc3.arff,F1,1,0.020404,0.040807
lightgbm,pc2.arff,pc3.arff,F1,2,0.030605,0.040807
lightgbm,pc2.arff,pc3.arff,F1,3,0.040807,0.040807
lightgbm,pc2.arff,pc3.arff,F1,4,0.051009,0.040807
lightgbm,pc2.arff,pc3.arff,F1,5,0.061211,0.040807
lightgbm,pc2.arff,pc3.arff,Precision,1,0.159118,0.219118
lightgbm,pc2.arff,pc3.arff,Precision,2,0.189118,0.219118
lightgbm,pc2.arff,pc3.arff,Precision,3,0.219118,0.219118
lightgbm,pc2.arff,pc3.arff,Precision,4,0.249118,0.219118
lightgbm,pc2.arff,pc3.arff,Precision,5,0.279118,0.219118
lightgbm,pc2.arff,pc3.arff,Recall,1,0.01125,0.0225
lightgbm,pc2.arff,pc3.arff,Recall,2,0.016875,0.0225
lightgbm,pc2.arff,pc3.arff,Recall,3,0.0225,0.0225
lightgbm,pc2.arff,pc3.arff,Recall,4,0.028125,0.0225
lightgbm,pc2.arff,pc3.arff,Recall,5,0.03375,0.0225
lightgbm,pc2.arff,pc3.arff,GLR,1,0.302918,0.378647
lightgbm,pc2.arff,pc3.arff,GLR,2,0.340782,0.378647
lightgbm,pc2.arff,pc3.arff,GLR,3,0.378647,0.378647
lightgbm,pc2.arff,pc3.arff,GLR,4,0.416512,0.378647
lightgbm,pc2.arff,pc3.arff,GLR,5,0.454376,0.378647
lightgbm,pc2.arff,pc3.arff,ECE,1,0.051027,0.102053
lightgbm,pc2.arff,pc3.arff,ECE,2,0.07654,0.102053
lightgbm,pc2.arff,pc3.arff,ECE,3,0.102053,0.102053
lightgbm,pc2.arff,pc3.arff,ECE,4,0.127566,0.102053
lightgbm,pc2.arff,pc3.arff,ECE,5,0.15308,0.102053
lightgbm,pc2.arff,pc3.arff,ReliabilityScore,1,0.802424,0.862424
lightgbm,pc2.arff,pc3.arff,ReliabilityScore,2,0.832424,0.862424
lightgbm,pc2.arff,pc3.arff,ReliabilityScore,3,0.862424,0.862424
lightgbm,pc2.arff,pc3.arff,ReliabilityScore,4,0.892424,0.862424
lightgbm,pc2.arff,pc3.arff,ReliabilityScore,5,0.922424,0.862424
lightgbm,pc2.arff,pc4.arff,AUC,1,0.470944,0.530944
lightgbm,pc2.arff,pc4.arff,AUC,2,0.500944,0.530944
lightgbm,pc2.arff,pc4.arff,AUC,3,0.530944,0.530944
lightgbm,pc2.arff,pc4.arff,AUC,4,0.560944,0.530944
lightgbm,pc2.arff,pc4.arff,AUC,5,0.590944,0.530944
lightgbm,pc2.arff,pc4.arff,F1,1,0.0,0.00221
lightgbm,pc2.arff,pc4.arff,F1,2,0.001105,0.00221
lightgbm,pc2.arff,pc4.arff,F1,3,0.00221,0.00221
lightgbm,pc2.arff,pc4.arff,F1,4,0.003315,0.00221
lightgbm,pc2.arff,pc4.arff,F1,5,0.00442,0.00221
lightgbm,pc2.arff,pc4.arff,Precision,1,0.033334,0.066667
lightgbm,pc2.arff,pc4.arff,Precision,2,0.05,0.066667
lightgbm,pc2.arff,pc4.arff,Precision,3,0.066667,0.066667
lightgbm,pc2.arff,pc4.arff,Precision,4,0.083334,0.066667
lightgbm,pc2.arff,pc4.arff,Precision,5,0.100001,0.066667
lightgbm,pc2.arff,pc4.arff,Recall,1,0.0,0.001124
lightgbm,pc2.arff,pc4.arff,Recall,2,0.000562,0.001124
lightgbm,pc2.arff,pc4.arff,Recall,3,0.001124,0.001124
lightgbm,pc2.arff,pc4.arff,Recall,4,0.001686,0.001124
lightgbm,pc2.arff,pc4.arff,Recall,5,0.002248,0.001124
lightgbm,pc2.arff,pc4.arff,GLR,1,0.315823,0.394779
lightgbm,pc2.arff,pc4.arff,GLR,2,0.355301,0.394779
lightgbm,pc2.arff,pc4.arff,GLR,3,0.394779,0.394779
lightgbm,pc2.arff,pc4.arff,GLR,4,0.434257,0.394779
lightgbm,pc2.arff,pc4.arff,GLR,5,0.473735,0.394779
lightgbm,pc2.arff,pc4.arff,ECE,1,0.059868,0.119737
lightgbm,pc2.arff,pc4.arff,ECE,2,0.089803,0.119737
lightgbm,pc2.arff,pc4.arff,ECE,3,0.119737,0.119737
lightgbm,pc2.arff,pc4.arff,ECE,4,0.149671,0.119737
lightgbm,pc2.arff,pc4.arff,ECE,5,0.179606,0.119737
lightgbm,pc2.arff,pc4.arff,ReliabilityScore,1,0.799217,0.859217
lightgbm,pc2.arff,pc4.arff,ReliabilityScore,2,0.829217,0.859217
lightgbm,pc2.arff,pc4.arff,ReliabilityScore,3,0.859217,0.859217
lightgbm,pc2.arff,pc4.arff,ReliabilityScore,4,0.889217,0.859217
lightgbm,pc2.arff,pc4.arff,ReliabilityScore,5,0.919217,0.859217
lightgbm,pc3.arff,pc1.arff,AUC,1,0.739967,0.799967
lightgbm,pc3.arff,pc1.arff,AUC,2,0.769967,0.799967
lightgbm,pc3.arff,pc1.arff,AUC,3,0.799967,0.799967
lightgbm,pc3.arff,pc1.arff,AUC,4,0.829967,0.799967
lightgbm,pc3.arff,pc1.arff,AUC,5,0.859967,0.799967
lightgbm,pc3.arff,pc1.arff,F1,1,0.206768,0.266768
lightgbm,pc3.arff,pc1.arff,F1,2,0.236768,0.266768
lightgbm,pc3.arff,pc1.arff,F1,3,0.266768,0.266768
lightgbm,pc3.arff,pc1.arff,F1,4,0.296768,0.266768
lightgbm,pc3.arff,pc1.arff,F1,5,0.326768,0.266768
lightgbm,pc3.arff,pc1.arff,Precision,1,0.247399,0.307399
lightgbm,pc3.arff,pc1.arff,Precision,2,0.277399,0.307399
lightgbm,pc3.arff,pc1.arff,Precision,3,0.307399,0.307399
lightgbm,pc3.arff,pc1.arff,Precision,4,0.337399,0.307399
lightgbm,pc3.arff,pc1.arff,Precision,5,0.367399,0.307399
lightgbm,pc3.arff,pc1.arff,Recall,1,0.176363,0.236363
lightgbm,pc3.arff,pc1.arff,Recall,2,0.206363,0.236363
lightgbm,pc3.arff,pc1.arff,Recall,3,0.236363,0.236363
lightgbm,pc3.arff,pc1.arff,Recall,4,0.266363,0.236363
lightgbm,pc3.arff,pc1.arff,Recall,5,0.296363,0.236363
lightgbm,pc3.arff,pc1.arff,GLR,1,0.256586,0.320732
lightgbm,pc3.arff,pc1.arff,GLR,2,0.288659,0.320732
lightgbm,pc3.arff,pc1.arff,GLR,3,0.320732,0.320732
lightgbm,pc3.arff,pc1.arff,GLR,4,0.352805,0.320732
lightgbm,pc3.arff,pc1.arff,GLR,5,0.384878,0.320732
lightgbm,pc3.arff,pc1.arff,ECE,1,0.018538,0.037077
lightgbm,pc3.arff,pc1.arff,ECE,2,0.027808,0.037077
lightgbm,pc3.arff,pc1.arff,ECE,3,0.037077,0.037077
lightgbm,pc3.arff,pc1.arff,ECE,4,0.046346,0.037077
lightgbm,pc3.arff,pc1.arff,ECE,5,0.055615,0.037077
lightgbm,pc3.arff,pc1.arff,ReliabilityScore,1,0.81443,0.87443
lightgbm,pc3.arff,pc1.arff,ReliabilityScore,2,0.84443,0.87443
lightgbm,pc3.arff,pc1.arff,ReliabilityScore,3,0.87443,0.87443
lightgbm,pc3.arff,pc1.arff,ReliabilityScore,4,0.90443,0.87443
lightgbm,pc3.arff,pc1.arff,ReliabilityScore,5,0.93443,0.87443
lightgbm,pc3.arff,pc2.arff,AUC,1,0.717147,0.777147
lightgbm,pc3.arff,pc2.arff,AUC,2,0.747147,0.777147
lightgbm,pc3.arff,pc2.arff,AUC,3,0.777147,0.777147
lightgbm,pc3.arff,pc2.arff,AUC,4,0.807147,0.777147
lightgbm,pc3.arff,pc2.arff,AUC,5,0.837147,0.777147
lightgbm,pc3.arff,pc2.arff,F1,1,0.035827,0.071655
lightgbm,pc3.arff,pc2.arff,F1,2,0.053741,0.071655
lightgbm,pc3.arff,pc2.arff,F1,3,0.071655,0.071655
lightgbm,pc3.arff,pc2.arff,F1,4,0.089569,0.071655
lightgbm,pc3.arff,pc2.arff,F1,5,0.107482,0.071655
lightgbm,pc3.arff,pc2.arff,Precision,1,0.025806,0.051613
lightgbm,pc3.arff,pc2.arff,Precision,2,0.03871,0.051613
lightgbm,pc3.arff,pc2.arff,Precision,3,0.051613,0.051613
lightgbm,pc3.arff,pc2.arff,Precision,4,0.064516,0.051613
lightgbm,pc3.arff,pc2.arff,Precision,5,0.07742,0.051613
lightgbm,pc3.arff,pc2.arff,Recall,1,0.070435,0.130435
lightgbm,pc3.arff,pc2.arff,Recall,2,0.100435,0.130435
lightgbm,pc3.arff,pc2.arff,Recall,3,0.130435,0.130435
lightgbm,pc3.arff,pc2.arff,Recall,4,0.160435,0.130435
lightgbm,pc3.arff,pc2.arff,Recall,5,0.190435,0.130435
lightgbm,pc3.arff,pc2.arff,GLR,1,0.099448,0.12431
lightgbm,pc3.arff,pc2.arff,GLR,2,0.111879,0.12431
lightgbm,pc3.arff,pc2.arff,GLR,3,0.12431,0.12431
lightgbm,pc3.arff,pc2.arff,GLR,4,0.136741,0.12431
lightgbm,pc3.arff,pc2.arff,GLR,5,0.149172,0.12431
lightgbm,pc3.arff,pc2.arff,ECE,1,0.031731,0.063462
lightgbm,pc3.arff,pc2.arff,ECE,2,0.047596,0.063462
lightgbm,pc3.arff,pc2.arff,ECE,3,0.063462,0.063462
lightgbm,pc3.arff,pc2.arff,ECE,4,0.079328,0.063462
lightgbm,pc3.arff,pc2.arff,ECE,5,0.095193,0.063462
lightgbm,pc3.arff,pc2.arff,ReliabilityScore,1,0.772898,0.832898
lightgbm,pc3.arff,pc2.arff,ReliabilityScore,2,0.802898,0.832898
lightgbm,pc3.arff,pc2.arff,ReliabilityScore,3,0.832898,0.832898
lightgbm,pc3.arff,pc2.arff,ReliabilityScore,4,0.862898,0.832898
lightgbm,pc3.arff,pc2.arff,ReliabilityScore,5,0.892898,0.832898
lightgbm,pc3.arff,pc4.arff,AUC,1,0.669632,0.729632
lightgbm,pc3.arff,pc4.arff,AUC,2,0.699632,0.729632
lightgbm,pc3.arff,pc4.arff,AUC,3,0.729632,0.729632
lightgbm,pc3.arff,pc4.arff,AUC,4,0.759632,0.729632
lightgbm,pc3.arff,pc4.arff,AUC,5,0.789632,0.729632
lightgbm,pc3.arff,pc4.arff,F1,1,0.064047,0.124047
lightgbm,pc3.arff,pc4.arff,F1,2,0.094047,0.124047
lightgbm,pc3.arff,pc4.arff,F1,3,0.124047,0.124047
lightgbm,pc3.arff,pc4.arff,F1,4,0.154047,0.124047
lightgbm,pc3.arff,pc4.arff,F1,5,0.184047,0.124047
lightgbm,pc3.arff,pc4.arff,Precision,1,0.175644,0.235644
lightgbm,pc3.arff,pc4.arff,Precision,2,0.205644,0.235644
lightgbm,pc3.arff,pc4.arff,Precision,3,0.235644,0.235644
lightgbm,pc3.arff,pc4.arff,Precision,4,0.265644,0.235644
lightgbm,pc3.arff,pc4.arff,Precision,5,0.295644,0.235644
lightgbm,pc3.arff,pc4.arff,Recall,1,0.042135,0.08427
lightgbm,pc3.arff,pc4.arff,Recall,2,0.063202,0.08427
lightgbm,pc3.arff,pc4.arff,Recall,3,0.08427,0.08427
lightgbm,pc3.arff,pc4.arff,Recall,4,0.105338,0.08427
lightgbm,pc3.arff,pc4.arff,Recall,5,0.126405,0.08427
lightgbm,pc3.arff,pc4.arff,GLR,1,0.235138,0.293922
lightgbm,pc3.arff,pc4.arff,GLR,2,0.26453,0.293922
lightgbm,pc3.arff,pc4.arff,GLR,3,0.293922,0.293922
lightgbm,pc3.arff,pc4.arff,GLR,4,0.323314,0.293922
lightgbm,pc3.arff,pc4.arff,GLR,5,0.352706,0.293922
lightgbm,pc3.arff,pc4.arff,ECE,1,0.03796,0.075919
lightgbm,pc3.arff,pc4.arff,ECE,2,0.056939,0.075919
lightgbm,pc3.arff,pc4.arff,ECE,3,0.075919,0.075919
lightgbm,pc3.arff,pc4.arff,ECE,4,0.094899,0.075919
lightgbm,pc3.arff,pc4.arff,ECE,5,0.113878,0.075919
lightgbm,pc3.arff,pc4.arff,ReliabilityScore,1,0.797014,0.857014
lightgbm,pc3.arff,pc4.arff,ReliabilityScore,2,0.827014,0.857014
lightgbm,pc3.arff,pc4.arff,ReliabilityScore,3,0.857014,0.857014
lightgbm,pc3.arff,pc4.arff,ReliabilityScore,4,0.887014,0.857014
lightgbm,pc3.arff,pc4.arff,ReliabilityScore,5,0.917014,0.857014
lightgbm,pc4.arff,pc1.arff,AUC,1,0.684561,0.744561
lightgbm,pc4.arff,pc1.arff,AUC,2,0.714561,0.744561
lightgbm,pc4.arff,pc1.arff,AUC,3,0.744561,0.744561
lightgbm,pc4.arff,pc1.arff,AUC,4,0.774561,0.744561
lightgbm,pc4.arff,pc1.arff,AUC,5,0.804561,0.744561
lightgbm,pc4.arff,pc1.arff,F1,1,0.137015,0.197015
lightgbm,pc4.arff,pc1.arff,F1,2,0.167015,0.197015
lightgbm,pc4.arff,pc1.arff,F1,3,0.197015,0.197015
lightgbm,pc4.arff,pc1.arff,F1,4,0.227015,0.197015
lightgbm,pc4.arff,pc1.arff,F1,5,0.257015,0.197015
lightgbm,pc4.arff,pc1.arff,Precision,1,0.145284,0.205284
lightgbm,pc4.arff,pc1.arff,Precision,2,0.175284,0.205284
lightgbm,pc4.arff,pc1.arff,Precision,3,0.205284,0.205284
lightgbm,pc4.arff,pc1.arff,Precision,4,0.235284,0.205284
lightgbm,pc4.arff,pc1.arff,Precision,5,0.265284,0.205284
lightgbm,pc4.arff,pc1.arff,Recall,1,0.12961,0.18961
lightgbm,pc4.arff,pc1.arff,Recall,2,0.15961,0.18961
lightgbm,pc4.arff,pc1.arff,Recall,3,0.18961,0.18961
lightgbm,pc4.arff,pc1.arff,Recall,4,0.21961,0.18961
lightgbm,pc4.arff,pc1.arff,Recall,5,0.24961,0.18961
lightgbm,pc4.arff,pc1.arff,GLR,1,0.356236,0.445295
lightgbm,pc4.arff,pc1.arff,GLR,2,0.400765,0.445295
lightgbm,pc4.arff,pc1.arff,GLR,3,0.445295,0.445295
lightgbm,pc4.arff,pc1.arff,GLR,4,0.489824,0.445295
lightgbm,pc4.arff,pc1.arff,GLR,5,0.534354,0.445295
lightgbm,pc4.arff,pc1.arff,ECE,1,0.021855,0.043711
lightgbm,pc4.arff,pc1.arff,ECE,2,0.032783,0.043711
lightgbm,pc4.arff,pc1.arff,ECE,3,0.043711,0.043711
lightgbm,pc4.arff,pc1.arff,ECE,4,0.054639,0.043711
lightgbm,pc4.arff,pc1.arff,ECE,5,0.065566,0.043711
lightgbm,pc4.arff,pc1.arff,ReliabilityScore,1,0.832979,0.892979
lightgbm,pc4.arff,pc1.arff,ReliabilityScore,2,0.862979,0.892979
lightgbm,pc4.arff,pc1.arff,ReliabilityScore,3,0.892979,0.892979
lightgbm,pc4.arff,pc1.arff,ReliabilityScore,4,0.922979,0.892979
lightgbm,pc4.arff,pc1.arff,ReliabilityScore,5,0.952979,0.892979
lightgbm,pc4.arff,pc2.arff,AUC,1,0.767323,0.827323
lightgbm,pc4.arff,pc2.arff,AUC,2,0.797323,0.827323
lightgbm,pc4.arff,pc2.arff,AUC,3,0.827323,0.827323
lightgbm,pc4.arff,pc2.arff,AUC,4,0.857323,0.827323
lightgbm,pc4.arff,pc2.arff,AUC,5,0.887323,0.827323
lightgbm,pc4.arff,pc2.arff,F1,1,0.035824,0.071648
lightgbm,pc4.arff,pc2.arff,F1,2,0.053736,0.071648
lightgbm,pc4.arff,pc2.arff,F1,3,0.071648,0.071648
lightgbm,pc4.arff,pc2.arff,F1,4,0.08956,0.071648
lightgbm,pc4.arff,pc2.arff,F1,5,0.107472,0.071648
lightgbm,pc4.arff,pc2.arff,Precision,1,0.019242,0.038483
lightgbm,pc4.arff,pc2.arff,Precision,2,0.028862,0.038483
lightgbm,pc4.arff,pc2.arff,Precision,3,0.038483,0.038483
lightgbm,pc4.arff,pc2.arff,Precision,4,0.048104,0.038483
lightgbm,pc4.arff,pc2.arff,Precision,5,0.057725,0.038483
lightgbm,pc4.arff,pc2.arff,Recall,1,0.461739,0.521739
lightgbm,pc4.arff,pc2.arff,Recall,2,0.491739,0.521739
lightgbm,pc4.arff,pc2.arff,Recall,3,0.521739,0.521739
lightgbm,pc4.arff,pc2.arff,Recall,4,0.551739,0.521739
lightgbm,pc4.arff,pc2.arff,Recall,5,0.581739,0.521739
lightgbm,pc4.arff,pc2.arff,GLR,1,0.060766,0.080766
lightgbm,pc4.arff,pc2.arff,GLR,2,0.070766,0.080766
lightgbm,pc4.arff,pc2.arff,GLR,3,0.080766,0.080766
lightgbm,pc4.arff,pc2.arff,GLR,4,0.090766,0.080766
lightgbm,pc4.arff,pc2.arff,GLR,5,0.100766,0.080766
lightgbm,pc4.arff,pc2.arff,ECE,1,0.039478,0.078956
lightgbm,pc4.arff,pc2.arff,ECE,2,0.059217,0.078956
lightgbm,pc4.arff,pc2.arff,ECE,3,0.078956,0.078956
lightgbm,pc4.arff,pc2.arff,ECE,4,0.098695,0.078956
lightgbm,pc4.arff,pc2.arff,ECE,5,0.118434,0.078956
lightgbm,pc4.arff,pc2.arff,ReliabilityScore,1,0.760476,0.820476
lightgbm,pc4.arff,pc2.arff,ReliabilityScore,2,0.790476,0.820476
lightgbm,pc4.arff,pc2.arff,ReliabilityScore,3,0.820476,0.820476
lightgbm,pc4.arff,pc2.arff,ReliabilityScore,4,0.850476,0.820476
lightgbm,pc4.arff,pc2.arff,ReliabilityScore,5,0.880476,0.820476
lightgbm,pc4.arff,pc3.arff,AUC,1,0.669776,0.729776
lightgbm,pc4.arff,pc3.arff,AUC,2,0.699776,0.729776
lightgbm,pc4.arff,pc3.arff,AUC,3,0.729776,0.729776
lightgbm,pc4.arff,pc3.arff,AUC,4,0.759776,0.729776
lightgbm,pc4.arff,pc3.arff,AUC,5,0.789776,0.729776
lightgbm,pc4.arff,pc3.arff,F1,1,0.083899,0.143899
lightgbm,pc4.arff,pc3.arff,F1,2,0.113899,0.143899
lightgbm,pc4.arff,pc3.arff,F1,3,0.143899,0.143899
lightgbm,pc4.arff,pc3.arff,F1,4,0.173899,0.143899
lightgbm,pc4.arff,pc3.arff,F1,5,0.203899,0.143899
lightgbm,pc4.arff,pc3.arff,Precision,1,0.175302,0.235302
lightgbm,pc4.arff,pc3.arff,Precision,2,0.205302,0.235302
lightgbm,pc4.arff,pc3.arff,Precision,3,0.235302,0.235302
lightgbm,pc4.arff,pc3.arff,Precision,4,0.265302,0.235302
lightgbm,pc4.arff,pc3.arff,Precision,5,0.295302,0.235302
lightgbm,pc4.arff,pc3.arff,Recall,1,0.051875,0.10375
lightgbm,pc4.arff,pc3.arff,Recall,2,0.077812,0.10375
lightgbm,pc4.arff,pc3.arff,Recall,3,0.10375,0.10375
lightgbm,pc4.arff,pc3.arff,Recall,4,0.129687,0.10375
lightgbm,pc4.arff,pc3.arff,Recall,5,0.155625,0.10375
lightgbm,pc4.arff,pc3.arff,GLR,1,0.18361,0.229513
lightgbm,pc4.arff,pc3.arff,GLR,2,0.206562,0.229513
lightgbm,pc4.arff,pc3.arff,GLR,3,0.229513,0.229513
lightgbm,pc4.arff,pc3.arff,GLR,4,0.252464,0.229513
lightgbm,pc4.arff,pc3.arff,GLR,5,0.275416,0.229513
lightgbm,pc4.arff,pc3.arff,ECE,1,0.04011,0.08022
lightgbm,pc4.arff,pc3.arff,ECE,2,0.060165,0.08022
lightgbm,pc4.arff,pc3.arff,ECE,3,0.08022,0.08022
lightgbm,pc4.arff,pc3.arff,ECE,4,0.100275,0.08022
lightgbm,pc4.arff,pc3.arff,ECE,5,0.12033,0.08022
lightgbm,pc4.arff,pc3.arff,ReliabilityScore,1,0.784846,0.844846
lightgbm,pc4.arff,pc3.arff,ReliabilityScore,2,0.814846,0.844846
lightgbm,pc4.arff,pc3.arff,ReliabilityScore,3,0.844846,0.844846
lightgbm,pc4.arff,pc3.arff,ReliabilityScore,4,0.874846,0.844846
lightgbm,pc4.arff,pc3.arff,ReliabilityScore,5,0.904846,0.844846
mlp,pc1.arff,pc2.arff,AUC,1,0.338352,0.398352
mlp,pc1.arff,pc2.arff,AUC,2,0.368352,0.398352
mlp,pc1.arff,pc2.arff,AUC,3,0.398352,0.398352
mlp,pc1.arff,pc2.arff,AUC,4,0.428352,0.398352
mlp,pc1.arff,pc2.arff,AUC,5,0.458352,0.398352
mlp,pc1.arff,pc2.arff,F1,1,0.0,0.0
mlp,pc1.arff,pc2.arff,F1,2,0.0,0.0
mlp,pc1.arff,pc2.arff,F1,3,0.0,0.0
mlp,pc1.arff,pc2.arff,F1,4,0.0,0.0
mlp,pc1.arff,pc2.arff,F1,5,0.0,0.0
mlp,pc1.arff,pc2.arff,Precision,1,0.0,0.0
mlp,pc1.arff,pc2.arff,Precision,2,0.0,0.0
mlp,pc1.arff,pc2.arff,Precision,3,0.0,0.0
mlp,pc1.arff,pc2.arff,Precision,4,0.0,0.0
mlp,pc1.arff,pc2.arff,Precision,5,0.0,0.0
mlp,pc1.arff,pc2.arff,Recall,1,0.0,0.0
mlp,pc1.arff,pc2.arff,Recall,2,0.0,0.0
mlp,pc1.arff,pc2.arff,Recall,3,0.0,0.0
mlp,pc1.arff,pc2.arff,Recall,4,0.0,0.0
mlp,pc1.arff,pc2.arff,Recall,5,0.0,0.0
mlp,pc1.arff,pc2.arff,GLR,1,0.243446,0.304308
mlp,pc1.arff,pc2.arff,GLR,2,0.273877,0.304308
mlp,pc1.arff,pc2.arff,GLR,3,0.304308,0.304308
mlp,pc1.arff,pc2.arff,GLR,4,0.334739,0.304308
mlp,pc1.arff,pc2.arff,GLR,5,0.36517,0.304308
mlp,pc1.arff,pc2.arff,ECE,1,0.028008,0.056015
mlp,pc1.arff,pc2.arff,ECE,2,0.042011,0.056015
mlp,pc1.arff,pc2.arff,ECE,3,0.056015,0.056015
mlp,pc1.arff,pc2.arff,ECE,4,0.070019,0.056015
mlp,pc1.arff,pc2.arff,ECE,5,0.084022,0.056015
mlp,pc1.arff,pc2.arff,ReliabilityScore,1,0.80538,0.86538
mlp,pc1.arff,pc2.arff,ReliabilityScore,2,0.83538,0.86538
mlp,pc1.arff,pc2.arff,ReliabilityScore,3,0.86538,0.86538
mlp,pc1.arff,pc2.arff,ReliabilityScore,4,0.89538,0.86538
mlp,pc1.arff,pc2.arff,ReliabilityScore,5,0.92538,0.86538
mlp,pc1.arff,pc3.arff,AUC,1,0.620968,0.680968
mlp,pc1.arff,pc3.arff,AUC,2,0.650968,0.680968
mlp,pc1.arff,pc3.arff,AUC,3,0.680968,0.680968
mlp,pc1.arff,pc3.arff,AUC,4,0.710968,0.680968
mlp,pc1.arff,pc3.arff,AUC,5,0.740968,0.680968
mlp,pc1.arff,pc3.arff,F1,1,0.177402,0.237402
mlp,pc1.arff,pc3.arff,F1,2,0.207402,0.237402
mlp,pc1.arff,pc3.arff,F1,3,0.237402,0.237402
mlp,pc1.arff,pc3.arff,F1,4,0.267402,0.237402
mlp,pc1.arff,pc3.arff,F1,5,0.297402,0.237402
mlp,pc1.arff,pc3.arff,Precision,1,0.142181,0.202181
mlp,pc1.arff,pc3.arff,Precision,2,0.172181,0.202181
mlp,pc1.arff,pc3.arff,Precision,3,0.202181,0.202181
mlp,pc1.arff,pc3.arff,Precision,4,0.232181,0.202181
mlp,pc1.arff,pc3.arff,Precision,5,0.262181,0.202181
mlp,pc1.arff,pc3.arff,Recall,1,0.23125,0.29125
mlp,pc1.arff,pc3.arff,Recall,2,0.26125,0.29125
mlp,pc1.arff,pc3.arff,Recall,3,0.29125,0.29125
mlp,pc1.arff,pc3.arff,Recall,4,0.32125,0.29125
mlp,pc1.arff,pc3.arff,Recall,5,0.35125,0.29125
mlp,pc1.arff,pc3.arff,GLR,1,0.170572,0.213215
mlp,pc1.arff,pc3.arff,GLR,2,0.191893,0.213215
mlp,pc1.arff,pc3.arff,GLR,3,0.213215,0.213215
mlp,pc1.arff,pc3.arff,GLR,4,0.234536,0.213215
mlp,pc1.arff,pc3.arff,GLR,5,0.255858,0.213215
mlp,pc1.arff,pc3.arff,ECE,1,0.064999,0.124999
mlp,pc1.arff,pc3.arff,ECE,2,0.094999,0.124999
mlp,pc1.arff,pc3.arff,ECE,3,0.124999,0.124999
mlp,pc1.arff,pc3.arff,ECE,4,0.154999,0.124999
mlp,pc1.arff,pc3.arff,ECE,5,0.184999,0.124999
mlp,pc1.arff,pc3.arff,ReliabilityScore,1,0.767203,0.827203
mlp,pc1.arff,pc3.arff,ReliabilityScore,2,0.797203,0.827203
mlp,pc1.arff,pc3.arff,ReliabilityScore,3,0.827203,0.827203
mlp,pc1.arff,pc3.arff,ReliabilityScore,4,0.857203,0.827203
mlp,pc1.arff,pc3.arff,ReliabilityScore,5,0.887203,0.827203
